# City IDs: 2905826, 2867164, 2947444, 2940383, 2820860, 
# Observables: Time, Tem, Pre, Hum, Tem, Pre, Hum, Tem, Pre, Hum, Tem, Pre, Hum, Tem, Pre, Hum, 
68950 278.02 1002 70 278.1 1002 70 277.94 1002 70 278.09 1002 70 279.15 1002 70 
70812 277.61 1003 75 277.63 1003 75 277.59 1003 75 277.63 1003 75 277.08 1003 75 
72613 277.6 1003 75 277.63 1003 75 277.15 1003 86 277.63 1003 75 277.06 1003 75 
74415 277.15 1003 86 277.15 1003 86 277.15 1003 86 277.15 1003 86 276.52 1003 86 
76217 277.15 1003 86 277.15 1003 86 277.58 1003 80 277.15 1003 86 276.55 1003 86 
78018 276.61 1004 86 276.63 1004 86 276.59 1004 86 276.63 1004 86 276.61 1004 86 
79820 276.6 1004 86 276.63 1004 86 276.57 1004 86 276.63 1004 86 276.6 1004 86 
81683 277.15 1004 86 277.15 1004 86 277.15 1004 86 277.15 1004 86 276.47 1004 86 
83484 276.6 1004 86 276.63 1004 86 276.57 1004 86 276.63 1004 86 276.05 1004 86 
85285 276.6 1004 86 276.63 1004 86 276.57 1004 86 276.63 1004 86 275.88 1004 86 
747 276.15 1005 93 276.15 1005 93 276.15 1005 93 276.15 1005 93 275.6 1005 93 
2548 276.15 1005 93 276.15 1005 86 276.15 1005 93 276.15 1005 86 275.53 1005 93 
4349 276.15 1006 93 276.15 1006 93 276.15 1006 93 276.15 1006 93 275.54 1006 93 
6149 276.15 1006 93 276.15 1006 93 276.15 1006 93 276.15 1006 93 275.07 1006 93 
7950 276.15 1006 93 276.15 1006 93 276.15 1006 93 276.15 1006 93 275.05 1006 93 
9751 276.15 1006 93 276.15 1006 93 276.15 1006 93 276.15 1006 93 274.88 1006 93 
11613 276.15 1007 86 276.15 1007 86 276.15 1007 86 276.15 1007 86 274.94 1007 86 
13414 276.15 1008 86 276.15 1008 86 276.15 1008 86 276.15 1008 86 275.61 1008 86 
15215 276.15 1008 86 276.15 1008 86 276.15 1008 86 276.15 1008 86 275.6 1008 86 
17139 276.15 1009 86 276.15 1009 86 276.15 1008 86 276.15 1008 86 275.51 1008 86 
18940 276.15 1010 86 276.15 1010 86 276.15 1009 86 276.15 1009 86 274.93 1010 86 
20803 276.15 1010 86 276.15 1010 86 276.15 1010 86 276.15 1010 86 275.07 1010 86 
22604 276.15 1010 86 276.15 1010 86 276.15 1010 86 276.15 1010 86 274.92 1010 86 
24466 275.61 1011 86 275.63 1011 86 275.58 1011 86 275.63 1011 86 275.07 1011 86 
26267 276.15 1012 86 276.5 1012 86 276.15 1012 86 276.15 1012 86 274.94 1012 86 
28133 276.15 1012 86 276.15 1012 86 276.15 1012 86 276.15 1012 86 275.07 1012 86 
29934 276.15 1012 86 276.5 1012 86 276.15 1012 86 276.15 1012 86 275.05 1012 86 
31734 276.69 1013 86 276.83 1013 86 276.72 1013 86 276.67 1013 86 274.88 1012 86 
33535 276.69 1013 86 277.17 1013 86 276.71 1013 86 276.67 1013 86 275.53 1013 86 
35336 277.69 1014 80 277.83 1014 80 277.72 1014 80 277.67 1014 80 276.07 1014 80 
37137 277.69 1015 80 277.83 1015 80 277.72 1015 80 277.67 1015 80 276.05 1014 80 
38999 277.69 1015 80 277.85 1015 80 277.72 1015 80 277.67 1015 80 276.07 1015 80 
40800 278.23 1015 80 278.16 1015 80 278.29 1015 80 278.18 1015 80 275.92 1015 80 
42602 278.69 1015 75 278.16 1015 80 278.72 1015 75 278.67 1015 75 277.07 1015 75 
44403 278.69 1015 75 278.83 1015 75 278.72 1015 75 278.67 1015 75 276.92 1015 75 
46207 278.69 1016 100 278.83 1016 100 278.72 1016 100 278.67 1016 100 277.07 1016 100 
48010 278.69 1016 75 278.83 1016 75 278.71 1016 75 278.67 1016 75 276.94 1016 75 
49811 279.69 1016 70 279.48 1016 70 279.72 1016 70 279.67 1016 70 277.52 1016 70 
51613 279.69 1016 70 279.48 1016 70 279.72 1016 70 279.67 1016 70 277.3 1016 70 
53414 280.24 1016 70 279.82 1016 70 280.28 1016 70 280.18 1016 70 277.53 1016 70 
55223 280.23 1016 70 279.82 1016 70 280.29 1016 70 280.18 1016 70 277.32 1016 70 
57085 280.24 1017 70 279.82 1017 70 280.28 1017 70 280.18 1017 70 277.52 1017 70 
59010 279.77 1017 75 279.15 1017 75 280.32 1017 70 279.7 1017 75 276.92 1017 75 
60812 279.23 1017 94 278.82 1017 94 279.29 1017 94 279.71 1017 75 277.07 1017 94 
62614 278.15 1017 94 277.8 1017 94 278.15 1017 94 278.15 1017 94 276.93 1017 94 
64415 277.07 1018 94 277.14 1018 94 277.01 1018 94 277.12 1018 94 277.06 1018 94 
66278 277.06 1018 94 277.14 1018 94 277.02 1018 94 277.12 1018 94 276.93 1018 94 
68078 275.52 1018 80 276.15 1018 80 275.43 1018 80 275.6 1018 80 276.61 1018 80 
69879 275.61 1018 86 276.16 1018 86 275.58 1018 86 275.63 1018 86 276.15 1018 86 
71681 275.07 1018 86 275.9 1018 86 275.01 1018 86 275.12 1018 86 275.61 1018 86 
73481 276.06 1018 80 276.56 1018 80 276.01 1018 80 276.12 1018 80 275.93 1018 80 
75346 275.52 1018 80 275.6 1018 80 275.43 1018 80 275.6 1018 80 276.06 1018 80 
77208 275.52 1018 80 275.59 1018 80 275.45 1018 80 275.6 1018 80 275.92 1018 80 
79009 275.52 1018 80 275.6 1018 80 275.44 1018 80 275.6 1018 80 276.09 1018 80 
80810 274.43 1018 80 274.56 1018 80 274.31 1018 80 274.56 1018 80 275.95 1018 80 
82611 273.97 1018 86 274.08 1018 86 273.86 1018 86 274.08 1018 86 275.06 1018 86 
84473 273.65 1018 86 273.76 1018 86 273.57 1018 86 273.78 1018 86 274.91 1018 86 
86335 273.19 1018 86 273.37 1018 86 273.08 1018 86 273.42 1018 86 274.52 1018 86 
1857 276.15 1018 86 276.15 1018 86 276.15 1018 86 276.15 1018 86 274.26 1018 86 
3658 276.15 1018 86 276.15 1018 86 276.15 1018 86 276.15 1018 86 273.97 1018 86 
5458 276.15 1018 86 276.15 1018 86 276.15 1018 86 276.15 1018 86 273.66 1018 86 
7259 275.07 1018 86 275.11 1018 86 275.01 1018 86 275.11 1018 86 273.42 1018 86 
9060 274.9 1017 86 274.96 1017 86 274.85 1017 86 274.96 1017 86 273.05 1017 86 
10921 274.44 1017 93 275.15 1017 93 275.15 1017 93 274.45 1017 93 273.51 1017 93 
12722 275.15 1017 93 275.15 1017 93 275.15 1017 93 275.15 1017 93 273.26 1017 93 
14524 275.15 1017 93 275.15 1017 93 275.15 1017 93 275.15 1017 93 274.06 1017 93 
16325 272.96 1017 97 273.08 1017 97 272.86 1017 97 273.07 1017 97 273.92 1017 97 
18187 273.51 1017 97 273.59 1017 97 273.43 1017 97 273.6 1017 97 274.11 1017 97 
20049 273.06 1017 97 273.12 1017 97 273 1017 97 273.11 1017 97 273.56 1017 97 
21911 273.6 1017 97 273.63 1017 97 273.58 1017 97 273.63 1017 97 273.6 1017 97 
23773 273.6 1017 97 273.63 1017 97 273.58 1017 97 273.63 1017 97 273.52 1017 97 
25635 274.15 1017 97 274.15 1017 97 274.15 1017 97 274.15 1017 97 273.6 1017 97 
27497 274.15 1017 100 274.15 1017 100 274.15 1017 100 274.15 1017 100 273.63 1017 100 
29298 274.15 1017 100 274.5 1017 100 274.15 1017 100 274.15 1017 100 273.6 1017 100 
